city,state,family,residuals,weather_var
Daule,Guayas,DAIRY,365.6940044743931,precip
Daule,Guayas,DELI,-92.2605673453948,precip
Daule,Guayas,EGGS,-129.0171262676563,precip
Daule,Guayas,FROZEN FOODS,-186.9832358259602,precip
Daule,Guayas,GROCERY I,2450.4183860998346,precip
Daule,Guayas,GROCERY II,-293.55776231005916,precip
Daule,Guayas,HARDWARE,-309.5021085998118,precip
Daule,Guayas,HOME AND KITCHEN I,-300.7026386351475,precip
Daule,Guayas,HOME AND KITCHEN II,-299.6028153135927,precip
Daule,Guayas,HOME APPLIANCES,-310.6920379284337,precip
Daule,Guayas,HOME CARE,-196.45705559627822,precip
Daule,Guayas,LADIESWEAR,-307.98090718638423,precip
Daule,Guayas,LAWN AND GARDEN,-300.09309799910505,precip
Daule,Guayas,LINGERIE,-306.06041248673756,precip
Daule,Guayas,"LIQUOR,WINE,BEER",-206.41730294610153,precip
Daule,Guayas,MAGAZINES,-309.2671262676563,precip
Daule,Guayas,MEATS,-67.83866167931708,precip
Daule,Guayas,PERSONAL CARE,-140.93055382949376,precip
Daule,Guayas,PET SUPPLIES,-306.491507893098,precip
Daule,Guayas,PLAYERS AND ELECTRONICS,-306.51447609097784,precip
Daule,Guayas,POULTRY,28.889455410788912,precip
Daule,Guayas,PREPARED FOODS,-233.6407401987517,precip
Daule,Guayas,PRODUCE,1198.24155482775,precip
Daule,Guayas,SCHOOL AND OFFICE SUPPLIES,-310.56129587896373,precip
Daule,Guayas,SEAFOOD,-289.7277888158012,precip
El Carmen,Manabi,AUTOMOTIVE,-284.7502940394805,precip
El Carmen,Manabi,BABY CARE,-289.4481738981377,precip
El Carmen,Manabi,BEAUTY,-289.07449898647695,precip
El Carmen,Manabi,BEVERAGES,844.3459957131697,precip
El Carmen,Manabi,BOOKS,-289.5886332620953,precip
El Carmen,Manabi,BREAD/BAKERY,-100.1416367956642,precip
El Carmen,Manabi,CELEBRATION,-287.0665484564416,precip
El Carmen,Manabi,CLEANING,586.8018261018623,precip
El Carmen,Manabi,DAIRY,-134.7494106472543,precip
El Carmen,Manabi,DELI,-127.31321365078787,precip
El Carmen,Manabi,EGGS,-226.79534704301403,precip
El Carmen,Manabi,FROZEN FOODS,-261.19675431492215,precip
El Carmen,Manabi,GROCERY I,1969.283664441085,precip
El Carmen,Manabi,GROCERY II,-282.46142478152996,precip
El Carmen,Manabi,HARDWARE,-289.0064777850635,precip
El Carmen,Manabi,HOME AND KITCHEN I,-276.92873926916246,precip
El Carmen,Manabi,HOME AND KITCHEN II,-282.0011774317066,precip
El Carmen,Manabi,HOME APPLIANCES,-289.41813856244863,precip
El Carmen,Manabi,HOME CARE,-180.13456965785502,precip
El Carmen,Manabi,LADIESWEAR,-289.5886332620953,precip
El Carmen,Manabi,LAWN AND GARDEN,-289.5886332620953,precip
El Carmen,Manabi,LINGERIE,-285.93933997587624,precip
El Carmen,Manabi,"LIQUOR,WINE,BEER",-268.0789159476077,precip
El Carmen,Manabi,MAGAZINES,-289.2326261949575,precip
El Carmen,Manabi,MEATS,-241.9222355792331,precip
El Carmen,Manabi,PERSONAL CARE,-138.10541771439213,precip
El Carmen,Manabi,PET SUPPLIES,-289.5011774317066,precip
El Carmen,Manabi,PLAYERS AND ELECTRONICS,-287.92167213135326,precip
El Carmen,Manabi,POULTRY,-241.656051797431,precip
El Carmen,Manabi,PREPARED FOODS,-231.0921668309999,precip
El Carmen,Manabi,PRODUCE,33.639297047091986,precip
El Carmen,Manabi,SCHOOL AND OFFICE SUPPLIES,-289.08598308541684,precip
El Carmen,Manabi,SEAFOOD,-287.9172551702225,precip
Esmeraldas,Esmeraldas,AUTOMOTIVE,-322.2911998753861,precip
Esmeraldas,Esmeraldas,BABY CARE,-327.5244154230893,precip
Esmeraldas,Esmeraldas,BEAUTY,-326.52794899199387,precip
Esmeraldas,Esmeraldas,BEVERAGES,2458.352793057476,precip
Esmeraldas,Esmeraldas,BOOKS,-327.5738853877536,precip
Esmeraldas,Esmeraldas,BREAD/BAKERY,-44.74791365630483,precip
Esmeraldas,Esmeraldas,CELEBRATION,-322.90692425701155,precip
Esmeraldas,Esmeraldas,CLEANING,607.3139237995256,precip
Esmeraldas,Esmeraldas,DAIRY,-8.482012596234142,precip
Esmeraldas,Esmeraldas,DELI,-110.83132531708222,precip
Esmeraldas,Esmeraldas,EGGS,-192.8512705467642,precip
Esmeraldas,Esmeraldas,FROZEN FOODS,-280.494651113902,precip
Esmeraldas,Esmeraldas,GROCERY I,2749.8094547182536,precip
Esmeraldas,Esmeraldas,GROCERY II,-323.8477369778596,precip
Esmeraldas,Esmeraldas,HARDWARE,-326.43960976937905,precip
Esmeraldas,Esmeraldas,HOME AND KITCHEN I,-313.748797048531,precip
Esmeraldas,Esmeraldas,HOME AND KITCHEN II,-318.3238853877536,precip
Esmeraldas,Esmeraldas,HOME APPLIANCES,-327.4449101227359,precip
Esmeraldas,Esmeraldas,HOME CARE,-201.24614687185255,precip
Esmeraldas,Esmeraldas,LADIESWEAR,-327.5738853877536,precip
Esmeraldas,Esmeraldas,LAWN AND GARDEN,-326.75763097079243,precip
Esmeraldas,Esmeraldas,LINGERIE,-324.25586418634015,precip
Esmeraldas,Esmeraldas,"LIQUOR,WINE,BEER",-253.73907973404334,precip
Esmeraldas,Esmeraldas,MAGAZINES,-326.5341327375769,precip
Esmeraldas,Esmeraldas,MEATS,-181.45735319959104,precip
Esmeraldas,Esmeraldas,PERSONAL CARE,-122.68077584711756,precip
Esmeraldas,Esmeraldas,PET SUPPLIES,-326.98731294959106,precip
Esmeraldas,Esmeraldas,PLAYERS AND ELECTRONICS,-325.0871362711458,precip
Esmeraldas,Esmeraldas,POULTRY,-173.6313544884603,precip
Esmeraldas,Esmeraldas,PREPARED FOODS,-267.8925815017112,precip
Esmeraldas,Esmeraldas,PRODUCE,141.15491635252914,precip
Esmeraldas,Esmeraldas,SCHOOL AND OFFICE SUPPLIES,-326.06946842662285,precip
Esmeraldas,Esmeraldas,SEAFOOD,-326.92370870930836,precip
Guaranda,Bolivar,AUTOMOTIVE,-322.475024608073,precip
Guaranda,Bolivar,BABY CARE,-327.89816948439807,precip
Guaranda,Bolivar,BEAUTY,-326.6614203677903,precip
Guaranda,Bolivar,BEVERAGES,1416.5876962399836,precip
Guaranda,Bolivar,BOOKS,-327.992692452596,precip
Guaranda,Bolivar,BREAD/BAKERY,-166.0280281416419,precip
Guaranda,Bolivar,CELEBRATION,-323.02626135718964,precip
Guaranda,Bolivar,CLEANING,482.0152580774394,precip
Guaranda,Bolivar,DAIRY,-80.53686206390338,precip
Guaranda,Bolivar,DELI,-84.15523662220727,precip
Guaranda,Bolivar,EGGS,-268.65523662220727,precip
Guaranda,Bolivar,FROZEN FOODS,-268.9774786434087,precip
Guaranda,Bolivar,GROCERY I,2337.834710374259,precip
Guaranda,Bolivar,GROCERY II,-318.7409256681437,precip
Guaranda,Bolivar,HARDWARE,-326.9343885656702,precip
Guaranda,Bolivar,HOME AND KITCHEN I,-314.91230376001647,precip
Guaranda,Bolivar,HOME AND KITCHEN II,-320.39816948439807,precip
Guaranda,Bolivar,HOME APPLIANCES,-327.85753344199526,precip
Guaranda,Bolivar,HOME CARE,-222.12873485542283,precip
Guaranda,Bolivar,LADIESWEAR,-323.84869951973377,precip
Guaranda,Bolivar,LAWN AND GARDEN,-327.98650870701294,precip
Guaranda,Bolivar,LINGERIE,-323.9661906858115,precip
Guaranda,Bolivar,"LIQUOR,WINE,BEER",-297.0492295550695,precip
Guaranda,Bolivar,MAGAZINES,-327.1110670108999,precip
Guaranda,Bolivar,MEATS,-199.83450873616488,precip
Guaranda,Bolivar,PERSONAL CARE,-166.4732578236207,precip
Guaranda,Bolivar,PET SUPPLIES,-327.50859351266666,precip
Guaranda,Bolivar,PLAYERS AND ELECTRONICS,-325.59074898969845,precip
Guaranda,Bolivar,POULTRY,-227.05564347909774,precip
Guaranda,Bolivar,PREPARED FOODS,-297.2232578236207,precip
Guaranda,Bolivar,PRODUCE,-86.70322122468079,precip
Guaranda,Bolivar,SCHOOL AND OFFICE SUPPLIES,-327.522727788285,precip
Guaranda,Bolivar,SEAFOOD,-323.87166771761366,precip
Guayaquil,Guayas,AUTOMOTIVE,-317.956088392739,precip
Guayaquil,Guayas,BABY CARE,-321.4461502301948,precip
Guayaquil,Guayas,BEAUTY,-319.61675535386973,precip
Guayaquil,Guayas,BEVERAGES,1366.1703471196286,precip
Guayaquil,Guayas,BOOKS,-321.48811136093684,precip
Guayaquil,Guayas,BREAD/BAKERY,88.84167948270272,precip
Guayaquil,Guayas,CELEBRATION,-315.91225005351635,precip
Guayaquil,Guayas,CLEANING,409.75206090054724,precip
Guayaquil,Guayas,DAIRY,213.86480383340944,precip
Guayaquil,Guayas,DELI,-144.45064205064534,precip
Guayaquil,Guayas,EGGS,-169.58219263302166,precip
Guayaquil,Guayas,FROZEN FOODS,-204.1680746906078,precip
Guayaquil,Guayas,GROCERY I,2287.002481174399,precip
Guayaquil,Guayas,GROCERY II,-311.3754788521029,precip
Guayaquil,Guayas,HARDWARE,-320.54707779203227,precip
Guayaquil,Guayas,HOME AND KITCHEN I,-307.80911401111354,precip
Guayaquil,Guayas,HOME AND KITCHEN II,-309.97099563655524,precip
Guayaquil,Guayas,HOME APPLIANCES,-321.1244850358485,precip
Guayaquil,Guayas,HOME CARE,-209.27952037153756,precip
Guayaquil,Guayas,LADIESWEAR,-319.8927050005128,precip
Guayaquil,Guayas,LAWN AND GARDEN,-317.22408750934676,precip
Guayaquil,Guayas,LINGERIE,-316.29630482383436,precip
Guayaquil,Guayas,"LIQUOR,WINE,BEER",-249.2441846824916,precip
Guayaquil,Guayas,MAGAZINES,-319.7899002301948,precip
Guayaquil,Guayas,MEATS,-91.35979991040682,precip
Guayaquil,Guayas,PERSONAL CARE,-134.30547001818067,precip
Guayaquil,Guayas,PET SUPPLIES,-318.3583631277213,precip
Guayaquil,Guayas,PLAYERS AND ELECTRONICS,-318.3361678980393,precip
Guayaquil,Guayas,POULTRY,-59.74284760121954,precip
Guayaquil,Guayas,PREPARED FOODS,-265.7583651341259,precip
Guayaquil,Guayas,PRODUCE,708.7140403638864,precip
Guayaquil,Guayas,SCHOOL AND OFFICE SUPPLIES,-319.50147266835734,precip
Guayaquil,Guayas,SEAFOOD,-306.75739623369526,precip
Ibarra,Imbabura,AUTOMOTIVE,-308.0217441813433,precip
Ibarra,Imbabura,BABY CARE,-309.3680339339935,precip
Ibarra,Imbabura,BEAUTY,-308.5323448880571,precip
Ibarra,Imbabura,BEVERAGES,905.9632381508121,precip
Ibarra,Imbabura,BOOKS,-310.3300480682691,precip
Ibarra,Imbabura,BREAD/BAKERY,-155.72669117780973,precip
Ibarra,Imbabura,CELEBRATION,-307.5049597290465,precip
Ibarra,Imbabura,CLEANING,558.8616480448051,precip
Ibarra,Imbabura,DAIRY,-5.549129340353886,precip
Ibarra,Imbabura,DELI,-34.33976538275675,precip
Ibarra,Imbabura,EGGS,-232.23287492339279,precip
Ibarra,Imbabura,FROZEN FOODS,-244.42843499406416,precip
Ibarra,Imbabura,GROCERY I,2411.353413945865,precip
Ibarra,Imbabura,GROCERY II,-300.59064877498287,precip
Ibarra,Imbabura,HARDWARE,-309.50319294459416,precip
Ibarra,Imbabura,HOME AND KITCHEN I,-278.8371152060783,precip
Ibarra,Imbabura,HOME AND KITCHEN II,-300.1109667961843,precip
Ibarra,Imbabura,HOME APPLIANCES,-310.21255690219135,precip
Ibarra,Imbabura,HOME CARE,-164.63570177851645,precip
Ibarra,Imbabura,LADIESWEAR,-305.3715675028981,precip
Ibarra,Imbabura,LAWN AND GARDEN,-310.3300480682691,precip
Ibarra,Imbabura,LINGERIE,-305.58976538275675,precip
Ibarra,Imbabura,"LIQUOR,WINE,BEER",-286.2337583156189,precip
Ibarra,Imbabura,MAGAZINES,-309.6312848173857,precip
Ibarra,Imbabura,MEATS,-178.81388032003588,precip
Ibarra,Imbabura,PERSONAL CARE,-134.31238022374612,precip
Ibarra,Imbabura,PET SUPPLIES,-309.9855251000712,precip
Ibarra,Imbabura,PLAYERS AND ELECTRONICS,-307.746125806785,precip
Ibarra,Imbabura,POULTRY,-184.40834116190865,precip
Ibarra,Imbabura,PREPARED FOODS,-279.085348421626,precip
Ibarra,Imbabura,PRODUCE,96.27617699356841,precip
Ibarra,Imbabura,SCHOOL AND OFFICE SUPPLIES,-309.924571036467,precip
Ibarra,Imbabura,SEAFOOD,-305.0402954180924,precip
Latacunga,Cotopaxi,AUTOMOTIVE,-324.11768957717936,precip
Latacunga,Cotopaxi,BABY CARE,-328.484297351031,precip
Latacunga,Cotopaxi,BEAUTY,-327.5523185524444,precip
Latacunga,Cotopaxi,BEVERAGES,848.426921730241,precip
Latacunga,Cotopaxi,BOOKS,-328.532000531243,precip
Latacunga,Cotopaxi,BREAD/BAKERY,-162.4754634287695,precip
Latacunga,Cotopaxi,CELEBRATION,-324.0072655489108,precip
Latacunga,Cotopaxi,CLEANING,396.26349416840367,precip
Latacunga,Cotopaxi,DAIRY,-52.16583445350449,precip
Latacunga,Cotopaxi,DELI,-163.07617014255044,precip
Latacunga,Cotopaxi,EGGS,-270.668926326296,precip
Latacunga,Cotopaxi,FROZEN FOODS,-289.0092637777094,precip
Latacunga,Cotopaxi,GROCERY I,2143.269327207273,precip
Latacunga,Cotopaxi,GROCERY II,-322.2192796831864,precip
Latacunga,Cotopaxi,HARDWARE,-327.8486966443172,precip
Latacunga,Cotopaxi,HOME AND KITCHEN I,-319.08942102594267,precip
Latacunga,Cotopaxi,HOME AND KITCHEN II,-321.3248450542112,precip
Latacunga,Cotopaxi,HOME APPLIANCES,-328.3531136054479,precip
Latacunga,Cotopaxi,HOME CARE,-228.6039969976741,precip
Latacunga,Cotopaxi,LADIESWEAR,-326.90744222735606,precip
Latacunga,Cotopaxi,LAWN AND GARDEN,-328.52581678565997,precip
Latacunga,Cotopaxi,LINGERIE,-324.0567355135752,precip
Latacunga,Cotopaxi,"LIQUOR,WINE,BEER",-296.0925128987342,precip
Latacunga,Cotopaxi,MAGAZINES,-328.0302337467907,precip
Latacunga,Cotopaxi,MEATS,-175.72188326666702,precip
Latacunga,Cotopaxi,PERSONAL CARE,-175.23959770438788,precip
Latacunga,Cotopaxi,PET SUPPLIES,-328.2382726160487,precip
Latacunga,Cotopaxi,PLAYERS AND ELECTRONICS,-326.0739616619851,precip
Latacunga,Cotopaxi,POULTRY,-190.90010532452922,precip
Latacunga,Cotopaxi,PREPARED FOODS,-298.34118781039496,precip
Latacunga,Cotopaxi,PRODUCE,-174.09770720968822,precip
Latacunga,Cotopaxi,SCHOOL AND OFFICE SUPPLIES,-328.0651277397236,precip
Latacunga,Cotopaxi,SEAFOOD,-326.21000406481187,precip
Libertad,Guayas,AUTOMOTIVE,-326.767016307498,precip
Libertad,Guayas,BABY CARE,-330.02320005308104,precip
Libertad,Guayas,BEAUTY,-328.8889244347065,precip
Libertad,Guayas,BEVERAGES,1477.68528051229,precip
Libertad,Guayas,BOOKS,-330.06295270325774,precip
Libertad,Guayas,BREAD/BAKERY,101.86549252642425,precip
Libertad,Guayas,CELEBRATION,-325.7926346820563,precip
Libertad,Guayas,CLEANING,434.81867273843835,precip
Libertad,Guayas,DAIRY,124.52096955822634,precip
Libertad,Guayas,DELI,-144.15223359901745,precip
Libertad,Guayas,EGGS,-224.31736966438848,precip
Libertad,Guayas,FROZEN FOODS,-251.01837950361107,precip
Libertad,Guayas,GROCERY I,2669.6080154946217,precip
Libertad,Guayas,GROCERY II,-324.86948980573123,precip
Libertad,Guayas,HARDWARE,-329.61948980573123,precip
Libertad,Guayas,HOME AND KITCHEN I,-310.54705164318705,precip
Libertad,Guayas,HOME AND KITCHEN II,-320.22373008841674,precip
Libertad,Guayas,HOME APPLIANCES,-329.8942247880634,precip
Libertad,Guayas,HOME CARE,-197.73433079513052,precip
Libertad,Guayas,LADIESWEAR,-330.0223166608549,precip
Libertad,Guayas,LAWN AND GARDEN,-323.0894544700422,precip
Libertad,Guayas,LINGERIE,-327.2723166608549,precip
Libertad,Guayas,"LIQUOR,WINE,BEER",-244.03380075979484,precip
Libertad,Guayas,MAGAZINES,-329.5903378622683,precip
Libertad,Guayas,MEATS,-138.3025886405369,precip
Libertad,Guayas,PERSONAL CARE,-125.8032353887701,precip
Libertad,Guayas,PET SUPPLIES,-328.9604792050245,precip
Libertad,Guayas,PLAYERS AND ELECTRONICS,-327.35182196120826,precip
Libertad,Guayas,POULTRY,-222.09928483134962,precip
Libertad,Guayas,PREPARED FOODS,-283.4686965036111,precip
Libertad,Guayas,PRODUCE,554.2629505564596,precip
Libertad,Guayas,SCHOOL AND OFFICE SUPPLIES,-325.7087124205722,precip
Libertad,Guayas,SEAFOOD,-329.2421891873567,precip
Loja,Loja,AUTOMOTIVE,-319.3003316501569,precip
Loja,Loja,BABY CARE,-324.4452079752453,precip
Loja,Loja,BEAUTY,-320.5476814734785,precip
Loja,Loja,BEVERAGES,1166.568042908147,precip
Loja,Loja,BOOKS,-324.37718677383185,precip
Loja,Loja,BREAD/BAKERY,138.07444485160983,precip
Loja,Loja,CELEBRATION,-316.2084588586375,precip
Loja,Loja,CLEANING,588.7535552756381,precip
Loja,Loja,DAIRY,390.2703397279349,precip
Loja,Loja,DELI,-177.96427784980358,precip
Loja,Loja,EGGS,-227.3418510847859,precip
Loja,Loja,FROZEN FOODS,-109.40097237718874,precip
Loja,Loja,GROCERY I,2926.4231895512567,precip
Loja,Loja,GROCERY II,-299.99026097877885,precip
Loja,Loja,HARDWARE,-322.99909490104034,precip
Loja,Loja,HOME AND KITCHEN I,-304.2446779399096,precip
Loja,Loja,HOME AND KITCHEN II,-308.8029818268354,precip
Loja,Loja,HOME APPLIANCES,-324.34803483036893,precip
Loja,Loja,HOME CARE,-158.00351186217108,precip
Loja,Loja,LADIESWEAR,-312.61923624379654,precip
Loja,Loja,LAWN AND GARDEN,-317.0008616854926,precip
Loja,Loja,LINGERIE,-311.9858440176481,precip
Loja,Loja,"LIQUOR,WINE,BEER",-249.27294649114634,precip
Loja,Loja,MAGAZINES,-320.54856486570463,precip
Loja,Loja,MEATS,-148.23240968637603,precip
Loja,Loja,PERSONAL CARE,-33.51322917665868,precip
Loja,Loja,PET SUPPLIES,-321.25616203884954,precip
Loja,Loja,PLAYERS AND ELECTRONICS,-319.49821150881417,precip
Loja,Loja,POULTRY,-186.51838877206507,precip
Loja,Loja,PREPARED FOODS,-216.49788460157038,precip
Loja,Loja,PRODUCE,1024.0381892862388,precip
Loja,Loja,SCHOOL AND OFFICE SUPPLIES,-324.15987228619935,precip
Loja,Loja,SEAFOOD,-307.15410912577534,precip
Machala,El Oro,AUTOMOTIVE,-330.9007286365322,precip
Machala,El Oro,BABY CARE,-334.4033788132107,precip
Machala,El Oro,BEAUTY,-332.27219506762765,precip
Machala,El Oro,BEVERAGES,1397.3461794906761,precip
Machala,El Oro,BOOKS,-334.5632728061436,precip
Machala,El Oro,BREAD/BAKERY,20.771721915587875,precip
Machala,El Oro,CELEBRATION,-328.6891561983697,precip
Machala,El Oro,CLEANING,681.4111088192981,precip
Machala,El Oro,DAIRY,132.55333496770803,precip
Machala,El Oro,DELI,-128.16508998458877,precip
Machala,El Oro,EGGS,-213.88880284147925,precip
Machala,El Oro,FROZEN FOODS,-212.38189694549868,precip
Machala,El Oro,GROCERY I,2993.3430173882025,precip
Machala,El Oro,GROCERY II,-320.5575307566736,precip
Machala,El Oro,HARDWARE,-333.762036057027,precip
Machala,El Oro,HOME AND KITCHEN I,-316.98155902522484,precip
Machala,El Oro,HOME AND KITCHEN II,-318.9665413573803,precip
Machala,El Oro,HOME APPLIANCES,-334.32873217010115,precip
Machala,El Oro,HOME CARE,-174.7695448909492,precip
Machala,El Oro,LADIESWEAR,-331.8185731595005,precip
Machala,El Oro,LAWN AND GARDEN,-330.27042828317536,precip
Machala,El Oro,LINGERIE,-326.88350248812236,precip
Machala,El Oro,"LIQUOR,WINE,BEER",-277.1105342902425,precip
Machala,El Oro,MAGAZINES,-331.84286644571955,precip
Machala,El Oro,MEATS,-203.85235521382907,precip
Machala,El Oro,PERSONAL CARE,-91.87201838918243,precip
Machala,El Oro,PET SUPPLIES,-332.04516326550754,precip
Machala,El Oro,PLAYERS AND ELECTRONICS,-330.5632728061436,precip
Machala,El Oro,POULTRY,-188.59543446294566,precip
Machala,El Oro,PREPARED FOODS,-284.0517096365322,precip
Machala,El Oro,PRODUCE,551.1635444023369,precip
Machala,El Oro,SCHOOL AND OFFICE SUPPLIES,-333.4979017814086,precip
Machala,El Oro,SEAFOOD,-329.5040710839704,precip
Manta,Manabi,AUTOMOTIVE,-333.48426340279576,precip
Manta,Manabi,BABY CARE,-335.7037863709936,precip
Manta,Manabi,BEAUTY,-334.12207259007494,precip
Manta,Manabi,BEVERAGES,330.5232454311266,precip
Manta,Manabi,BOOKS,-335.69362736039295,precip
Manta,Manabi,BREAD/BAKERY,-176.20511896374984,precip
Manta,Manabi,CELEBRATION,-333.062885310923,precip
Manta,Manabi,CLEANING,-4.22542948053426,precip
Manta,Manabi,DAIRY,-151.92551781975686,precip
Manta,Manabi,DELI,-261.4725079036791,precip
Manta,Manabi,EGGS,-301.2585566890148,precip
Manta,Manabi,FROZEN FOODS,-275.9085839491738,precip
Manta,Manabi,GROCERY I,683.7657365972043,precip
Manta,Manabi,GROCERY II,-329.52401605297246,precip
Manta,Manabi,HARDWARE,-335.2073199398982,precip
Manta,Manabi,HOME AND KITCHEN I,-327.6233976784141,precip
Manta,Manabi,HOME AND KITCHEN II,-328.56730227205367,precip
Manta,Manabi,HOME APPLIANCES,-335.64504078795477,precip
Manta,Manabi,HOME CARE,-275.72896304943885,precip
Manta,Manabi,LADIESWEAR,-334.44936940986287,precip
Manta,Manabi,LAWN AND GARDEN,-332.43965209537527,precip
Manta,Manabi,LINGERIE,-332.9776379610996,precip
Manta,Manabi,"LIQUOR,WINE,BEER",-297.77180757240706,precip
Manta,Manabi,MAGAZINES,-334.55979343813146,precip
Manta,Manabi,MEATS,-244.354668324218,precip
Manta,Manabi,PERSONAL CARE,-249.3495460883081,precip
Manta,Manabi,PET SUPPLIES,-334.330994851559,precip
Manta,Manabi,PLAYERS AND ELECTRONICS,-333.38929873848474,precip
Manta,Manabi,POULTRY,-258.6478957358346,precip
Manta,Manabi,PREPARED FOODS,-308.1059272579194,precip
Manta,Manabi,PRODUCE,333.60770148236327,precip
Manta,Manabi,SCHOOL AND OFFICE SUPPLIES,-335.0014895512056,precip
Manta,Manabi,SEAFOOD,-333.7389652134406,precip
Playas,Guayas,AUTOMOTIVE,-331.35739916812275,precip
Playas,Guayas,BABY CARE,-335.12418362041956,precip
Playas,Guayas,BEAUTY,-334.9748903342005,precip
Playas,Guayas,BEVERAGES,655.8775831640328,precip
Playas,Guayas,BOOKS,-335.1816041151192,precip
Playas,Guayas,BREAD/BAKERY,-253.3211800868507,precip
Playas,Guayas,CELEBRATION,-333.86446630593196,precip
Playas,Guayas,CLEANING,95.19648775767229,precip
Playas,Guayas,DAIRY,-194.22400694197435,precip
Playas,Guayas,DELI,-259.91216948614397,precip
Playas,Guayas,EGGS,-167.2761270833171,precip
Playas,Guayas,FROZEN FOODS,-296.7458001981581,precip
Playas,Guayas,GROCERY I,1287.8444524219833,precip
Playas,Guayas,GROCERY II,-332.7893779667093,precip
Playas,Guayas,HARDWARE,-334.57648044020755,precip
Playas,Guayas,HOME AND KITCHEN I,-329.1577525250132,precip
Playas,Guayas,HOME AND KITCHEN II,-330.15421895610865,precip
Playas,Guayas,HOME APPLIANCES,-335.0058090621157,precip
Playas,Guayas,HOME CARE,-276.6833708995715,precip
Playas,Guayas,LADIESWEAR,-335.1816041151192,precip
Playas,Guayas,LAWN AND GARDEN,-335.1612860939178,precip
Playas,Guayas,LINGERIE,-333.9024521716563,precip
Playas,Guayas,"LIQUOR,WINE,BEER",-308.876833797098,precip
Playas,Guayas,MAGAZINES,-334.942204821833,precip
Playas,Guayas,MEATS,-175.639810161939,precip
Playas,Guayas,PERSONAL CARE,-257.876833797098,precip
Playas,Guayas,PET SUPPLIES,-334.9492719596422,precip
Playas,Guayas,PLAYERS AND ELECTRONICS,-334.60651577589664,precip
Playas,Guayas,POULTRY,-283.5136312272217,precip
Playas,Guayas,PREPARED FOODS,-319.6533355638825,precip
Playas,Guayas,PRODUCE,-123.95909054621464,precip
Playas,Guayas,SCHOOL AND OFFICE SUPPLIES,-334.52701047554325,precip
Playas,Guayas,SEAFOOD,-334.7964451045185,precip
Puyo,Pastaza,AUTOMOTIVE,-323.8007314724451,precip
Puyo,Pastaza,BABY CARE,-325.5003781155546,precip
Puyo,Pastaza,BEAUTY,-325.0966678682048,precip
Puyo,Pastaza,BEVERAGES,116.35474555935707,precip
Puyo,Pastaza,BOOKS,-325.6046183982401,precip
Puyo,Pastaza,BREAD/BAKERY,-278.1549717551306,precip
Puyo,Pastaza,CELEBRATION,-322.43235691414117,precip
Puyo,Pastaza,CLEANING,-109.83871733816946,precip
Puyo,Pastaza,DAIRY,-219.90673853958288,precip
Puyo,Pastaza,DELI,-269.2910141579574,precip
Puyo,Pastaza,EGGS,-306.23094348657935,precip
Puyo,Pastaza,FROZEN FOODS,-297.71961926043093,precip
Puyo,Pastaza,GROCERY I,509.70561570069987,precip
Puyo,Pastaza,GROCERY II,-323.48977740884084,precip
Puyo,Pastaza,HARDWARE,-325.2424275855193,precip
Puyo,Pastaza,HOME AND KITCHEN I,-311.30603182580194,precip
Puyo,Pastaza,HOME AND KITCHEN II,-319.1479046173214,precip
Puyo,Pastaza,HOME APPLIANCES,-325.48889401661467,precip
Puyo,Pastaza,HOME CARE,-271.0507314724451,precip
Puyo,Pastaza,LADIESWEAR,-325.46592581873483,precip
Puyo,Pastaza,LAWN AND GARDEN,-325.5966678682048,precip
Puyo,Pastaza,LINGERIE,-323.1885406597242,precip
Puyo,Pastaza,"LIQUOR,WINE,BEER",-314.2512615077808,precip
Puyo,Pastaza,MAGAZINES,-324.7115088576041,precip
Puyo,Pastaza,MEATS,-284.9208056508903,precip
Puyo,Pastaza,PERSONAL CARE,-270.57723323922954,precip
Puyo,Pastaza,PET SUPPLIES,-325.2848304123744,precip
Puyo,Pastaza,PLAYERS AND ELECTRONICS,-323.7556784689115,precip
Puyo,Pastaza,POULTRY,-278.68480133640264,precip
Puyo,Pastaza,PREPARED FOODS,-308.3669858894062,precip
Puyo,Pastaza,PRODUCE,-178.23983579223307,precip
Puyo,Pastaza,SCHOOL AND OFFICE SUPPLIES,-325.3731696349892,precip
Puyo,Pastaza,SEAFOOD,-324.8378339459433,precip
Quevedo,Los Rios,AUTOMOTIVE,-294.94006361502494,precip
Quevedo,Los Rios,BABY CARE,-301.3623250991239,precip
Quevedo,Los Rios,BEAUTY,-300.5566713888765,precip
Quevedo,Los Rios,BEVERAGES,935.4071095298514,precip
Quevedo,Los Rios,BOOKS,-301.49395054082,precip
Quevedo,Los Rios,BREAD/BAKERY,-51.88529329700373,precip
Quevedo,Los Rios,CELEBRATION,-296.7492508941769,precip
Quevedo,Los Rios,CLEANING,642.4062261376253,precip
Quevedo,Los Rios,DAIRY,46.500749105823104,precip
Quevedo,Los Rios,DELI,-117.4921837563677,precip
Quevedo,Los Rios,EGGS,-139.31108835000725,precip
Quevedo,Los Rios,FROZEN FOODS,-227.71467687120867,precip
Quevedo,Los Rios,GROCERY I,2474.2002367383316,precip
Quevedo,Los Rios,GROCERY II,-298.630876335873,precip
Quevedo,Los Rios,HARDWARE,-300.86674206025464,precip
Quevedo,Los Rios,HOME AND KITCHEN I,-274.56815548781645,precip
Quevedo,Los Rios,HOME AND KITCHEN II,-291.3305229789825,precip
